,BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE-1,ROUGE-2,ROUGE-L
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.17794164509262397,0.133456233819468,6.820833139321543e-104,4.876258334835267e-155,0.1,0.0,0.1
2,0.13406400920712788,4.471666651098519e-155,3.101143241602482e-206,8.166726842395623e-232,0.2,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.10000000000000002,4.717068855239749e-155,3.6719460152935046e-206,1.0244914152188952e-231,0.25,0.0,0.25
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.11111111111111109,4.972227154133551e-155,3.8031966729424963e-206,1.0518351895246305e-231,0.25,0.0,0.25
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.16666666666666669,6.08970970641905e-155,4.353573398748715e-206,1.1640469867513693e-231,0.2,0.0,0.2
15,0.09942659075715217,4.4493443496507244e-155,3.403249912526547e-206,9.412234823955334e-232,0.125,0.0,0.125
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.10000000000000002,4.717068855239749e-155,3.6719460152935046e-206,1.0244914152188952e-231,0.1,0.0,0.1
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.141080287481769,5.1548279763727125e-155,3.6852203200107056e-206,9.853445011990208e-232,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.116689775872393,4.766895737878079e-155,3.53701256177202e-206,9.634675162272836e-232,0.06666666666666667,0.0,0.07142857142857142
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.16666666666666669,6.08970970641905e-155,4.353573398748715e-206,1.1640469867513693e-231,0.16666666666666666,0.0,0.16666666666666666
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.05000000000000001,3.3354713748637937e-155,2.914425483723672e-206,8.614911585158347e-232,0.1,0.0,0.1
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.2885165540637645,0.13532625921506297,6.371387231549649e-104,4.371796749332867e-155,0.25,0.0,0.25
