,BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE-1,ROUGE-2,ROUGE-L
93,0.08986579282344431,2.997447795420392e-155,2.078758480474087e-206,5.474320712955125e-232,0.125,0.0,0.125
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.11111111111111109,4.972227154133551e-155,3.8031966729424963e-206,1.0518351895246305e-231,0.1111111111111111,0.0,0.1111111111111111
101,0.11111111111111109,4.972227154133551e-155,3.8031966729424963e-206,1.0518351895246305e-231,0.14285714285714285,0.0,0.14285714285714285
102,0.11111111111111109,4.972227154133551e-155,3.8031966729424963e-206,1.0518351895246305e-231,0.14285714285714285,0.0,0.14285714285714285
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.14285714285714285,5.637975647982813e-155,4.1355214168276684e-206,1.1200407237786664e-231,0.25,0.0,0.25
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.3333333333333333,8.612150057732663e-155,5.485158767345877e-206,1.384292958842266e-231,0.25,0.0,0.25
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.2,6.6709427497276e-155,4.626362078745891e-206,1.2183324802375697e-231,0.3333333333333333,0.0,0.3333333333333333
116,0.2857142857142857,7.973301625706314e-155,5.210430485352253e-206,1.331960397810445e-231,0.4,0.0,0.4
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.13381535712974757,3.99216211416364e-155,2.6675275039259714e-206,6.895396983435736e-232,0.15384615384615385,0.0,0.15384615384615385
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.14285714285714285,5.637975647982813e-155,4.1355214168276684e-206,1.1200407237786664e-231,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.2222222222222222,7.031791076575252e-155,4.7917275451304015e-206,1.2508498911928379e-231,0.14285714285714285,0.0,0.14285714285714285
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.1533407357715539,5.602803402104823e-155,4.005480889197555e-206,1.0709749285266912e-231,0.08333333333333333,0.0,0.08333333333333333
144,0.10108844328543891,3.693595645692774e-155,2.64057574565043e-206,7.060301868108111e-232,0.18181818181818182,0.0,0.1111111111111111
145,0.14285714285714285,0.10482848367219184,6.253181192900325e-104,4.829607837557235e-155,0.4,0.25,0.4
146,0.09942659075715217,4.4493443496507244e-155,3.403249912526547e-206,9.412234823955334e-232,0.1,0.0,0.1
147,0.12500000000000003,5.273843307431707e-155,3.9554839376362416e-206,1.0832677820940877e-231,0.14285714285714285,0.0,0.14285714285714285
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.08786571270524224,2.2701381082415207e-155,1.4458721531827603e-206,3.648956622645728e-232,0.14285714285714285,0.0,0.14285714285714285
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,0.00035908708510407343,9.277535582130298e-158,5.90894901929785e-209,1.4912451705622873e-234,0.058823529411764705,0.0,0.06896551724137931
153,0.2727272727272727,0.2335496832484569,0.18232183586428963,3.4077295621678842e-78,0.6,0.5,0.6
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.0909090909090909,4.497548684366688e-155,3.557121715620872e-206,1.0003688322288243e-231,0.3333333333333333,0.0,0.3333333333333333
156,0.3297707381386313,7.931786322155909e-155,4.9327673857118345e-206,1.2301284161682255e-231,0.2857142857142857,0.0,0.15384615384615385
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0.16666666666666669,6.08970970641905e-155,4.353573398748715e-206,1.1640469867513693e-231,0.125,0.0,0.125
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.15163266492815836,4.523712324056519e-155,3.0227046645869273e-206,7.813508425061864e-232,0.16666666666666666,0.0,0.16666666666666666
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.07692307692307693,4.1371430671115046e-155,3.364458456971393e-206,9.594503055152632e-232,0.14285714285714285,0.0,0.14285714285714285
165,0.11111111111111109,4.972227154133551e-155,3.8031966729424963e-206,1.0518351895246305e-231,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.07692307692307693,4.1371430671115046e-155,3.364458456971393e-206,9.594503055152632e-232,0.0,0.0,0.0
168,0.07692307692307693,4.1371430671115046e-155,3.364458456971393e-206,9.594503055152632e-232,0.07692307692307693,0.0,0.07692307692307693
169,0.14285714285714285,5.637975647982813e-155,4.1355214168276684e-206,1.1200407237786664e-231,0.2,0.0,0.2
170,0.08556951983876535,3.1265612132144807e-155,2.2351991118824952e-206,5.9764165035645784e-232,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0.11111111111111109,4.972227154133551e-155,3.8031966729424963e-206,1.0518351895246305e-231,0.125,0.0,0.14285714285714285
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0.2,6.6709427497276e-155,4.626362078745891e-206,1.2183324802375697e-231,0.25,0.0,0.25
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0613132401952404,2.2402790036937483e-155,1.6015901490305343e-206,4.282289549833951e-232,0.0,0.0,0.0
178,0.0909090909090909,4.497548684366688e-155,3.557121715620872e-206,1.0003688322288243e-231,0.2,0.0,0.2
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0.5,0.4714045207910317,0.38157141418444396,5.929498746342409e-78,1.0,0.6666666666666666,1.0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0.0909090909090909,4.497548684366688e-155,3.557121715620872e-206,1.0003688322288243e-231,0.25,0.0,0.25
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0.14285714285714285,5.637975647982813e-155,4.1355214168276684e-206,1.1200407237786664e-231,0.2,0.0,0.2
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0.2,6.6709427497276e-155,4.626362078745891e-206,1.2183324802375697e-231,0.25,0.0,0.25
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,0.14285714285714285,5.637975647982813e-155,4.1355214168276684e-206,1.1200407237786664e-231,0.3333333333333333,0.0,0.3333333333333333
194,0.19470019576785122,5.808561601872144e-155,3.881229616470209e-206,1.0032743411283238e-231,0.2,0.0,0.2
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0.07142857142857141,3.9866508128531494e-155,3.282365523754628e-206,9.418382295637229e-232,0.0,0.0,0.0
197,0.11111111111111109,4.972227154133551e-155,3.8031966729424963e-206,1.0518351895246305e-231,0.0,0.0,0.0
198,0.07142857142857141,3.9866508128531494e-155,3.282365523754628e-206,9.418382295637229e-232,0.14285714285714285,0.0,0.16666666666666666
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0.2,6.6709427497276e-155,4.626362078745891e-206,1.2183324802375697e-231,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0.11111111111111109,4.972227154133551e-155,3.8031966729424963e-206,1.0518351895246305e-231,0.0,0.0,0.0
207,0.16666666666666669,6.08970970641905e-155,4.353573398748715e-206,1.1640469867513693e-231,0.14285714285714285,0.0,0.14285714285714285
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,0.07142857142857141,3.9866508128531494e-155,3.282365523754628e-206,9.418382295637229e-232,0.1111111111111111,0.0,0.1111111111111111
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,0.19885318151430437,6.29232312294398e-155,4.287826202845085e-206,1.1193096620723278e-231,0.1111111111111111,0.0,0.1111111111111111
216,0.141080287481769,5.1548279763727125e-155,3.6852203200107056e-206,9.853445011990208e-232,0.14285714285714285,0.0,0.14285714285714285
217,0.08333333333333333,4.306075028866568e-155,3.455433496497238e-206,9.788429383461836e-232,0.25,0.0,0.25
218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,0.08067401742967989,3.183867019854334e-155,2.3354038880337887e-206,6.325072941044999e-232,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,0.12500000000000003,5.273843307431707e-155,3.9554839376362416e-206,1.0832677820940877e-231,0.16666666666666666,0.0,0.16666666666666666
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,0.15163266492815836,4.523712324056519e-155,3.0227046645869273e-206,7.813508425061864e-232,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,0.12500000000000003,5.273843307431707e-155,3.9554839376362416e-206,1.0832677820940877e-231,0.3333333333333333,0.0,0.3333333333333333
239,0.0909090909090909,4.497548684366688e-155,3.557121715620872e-206,1.0003688322288243e-231,0.2,0.0,0.2
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,0.0493193927883213,1.6450342287110982e-155,1.1408468427133162e-206,3.00437090698032e-232,0.1,0.0,0.1
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0909090909090909,4.497548684366688e-155,3.557121715620872e-206,1.0003688322288243e-231,0.1111111111111111,0.0,0.1111111111111111
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
